STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B,MINRDATE_MM,MAXRDATE_MM,LASTDATE_MM,FIRSTDATE_MM,HV3,HV4,ANC6,MHUC2,HPHONE_D,RFA_2F
other,49,U,M,2,F,D,R,2,5,8,2,4,2,1,0,2,0,2
other,27,H,M,3,F,C,C,2,5,9,5,2,3,3,0,2,0,1
other,36,H,F,2,F,B,T,2,9,1,5,9,2,2,0,1,0,1
FL,1,U,M,1,F,A,U,1,2,3,1,2,8,8,1,0,1,1
other,53,U,M,3,F,D,R,3,7,2,1,11,2,1,0,2,0,1
other,42,H,M,3,G,D,R,1,3,5,3,12,3,2,0,2,0,1
CA,42,H,M,2,E,D,R,1,10,4,2,10,4,3,0,3,1,3
GA,47,H,M,3,F,D,R,2,12,12,12,8,2,1,0,4,0,1
IL,14,H,F,1,F,A,S,1,1,12,2,1,9,9,1,4,0,2
WI,40,H,M,3,D,B,T,2,4,9,9,12,4,4,1,3,1,4
IL,18,H,M,2,G,A,S,2,1,11,12,1,6,6,0,3,0,1
other,48,H,F,3,E,C,R,2,12,2,7,12,3,3,0,2,0,2
MI,39,U,M,2,F,C,T,2,3,1,3,1,2,2,0,3,0,2
other,18,H,F,2,F,A,S,2,2,5,4,2,6,5,0,2,0,1
GA,14,H,F,3,E,A,S,1,1,5,2,1,5,5,0,2,1,4
CA,3,H,M,3,F,A,U,1,12,10,11,1,6,7,1,2,0,1
FL,2,H,M,3,G,A,U,1,2,9,9,2,8,5,0,4,0,1
CA,22,H,M,3,F,A,C,1,4,10,8,4,9,9,0,4,1,1
CA,5,H,F,3,G,A,U,2,11,3,11,11,6,6,0,2,1,1
IN,44,H,F,2,G,C,R,2,9,9,9,9,2,1,0,2,1,1
CA,44,H,M,3,E,C,R,2,6,4,1,10,4,3,0,3,0,1
IL,30,H,F,3,F,A,C,3,3,12,3,12,3,3,1,2,0,2
CA,27,H,F,3,F,A,C,2,7,7,12,11,6,6,0,2,1,1
CA,3,H,F,3,F,A,U,1,9,9,9,9,8,8,0,3,0,1
other,51,U,F,3,G,C,R,3,10,6,9,6,2,1,0,2,1,1
IN,39,H,M,3,G,D,T,2,11,11,2,11,3,3,0,2,1,2
other,45,U,F,3,F,D,R,2,1,1,1,1,2,1,0,0,1,1
IN,44,U,other,1,E,B,R,2,5,11,12,9,2,1,0,2,0,3
MI,51,H,F,3,E,D,R,3,6,4,4,7,2,2,0,2,0,1
MI,18,H,F,3,D,B,S,2,3,12,6,1,3,3,0,3,1,3
other,27,U,other,3,E,B,C,2,6,12,12,3,3,3,0,2,1,3
IN,20,U,other,3,G,B,S,2,2,4,1,8,3,4,0,2,1,2
MI,30,U,F,2,F,B,C,3,6,4,8,6,4,3,0,2,0,2
FL,45,H,F,3,E,D,R,2,9,12,11,9,3,2,0,2,0,1
IN,45,H,M,3,D,D,R,2,4,11,11,8,2,2,0,2,1,3
other,11,H,F,3,E,C,S,1,4,1,1,2,5,4,0,3,0,3
TX,46,H,M,3,F,A,R,2,9,10,10,10,2,2,0,2,1,1
CA,13,U,F,3,F,A,S,1,9,5,6,9,7,7,0,2,1,2
MO,16,U,M,1,E,B,S,2,1,10,12,1,3,3,0,2,0,4
other,9,H,F,3,F,B,U,3,12,4,11,2,4,4,0,3,0,2
other,45,H,M,3,D,D,R,2,8,12,1,1,2,1,0,2,0,4
other,18,H,F,3,G,B,S,2,6,4,4,3,8,7,0,4,1,1
CA,1,U,F,3,F,A,U,1,5,4,9,8,7,8,0,2,1,1
CA,5,H,F,3,F,A,U,2,9,9,9,9,4,4,0,2,0,1
CA,11,H,F,3,G,A,S,1,10,12,12,10,6,6,2,2,0,1
other,12,H,M,3,E,B,S,1,2,12,1,8,6,5,1,3,1,3
other,37,H,M,3,F,D,T,2,4,12,6,4,2,2,0,2,1,1
MO,40,U,M,2,F,B,T,2,3,9,9,8,4,4,0,2,1,1
other,50,H,M,3,E,D,R,3,5,10,3,9,2,1,0,2,1,4
TX,14,H,F,3,F,A,S,1,3,12,12,3,7,8,0,4,0,1
MI,18,H,F,3,G,D,S,2,8,12,2,12,2,2,0,2,0,1
other,49,U,F,1,G,D,R,2,3,7,7,3,2,2,0,2,1,1
IN,43,H,M,3,D,D,R,2,7,2,2,10,2,1,0,2,0,4
GA,15,H,F,3,E,A,S,1,12,10,1,10,5,5,0,2,1,3
IL,23,H,F,3,F,A,C,1,1,1,1,1,6,6,1,3,1,1
IN,30,H,F,3,G,C,C,3,1,3,3,1,2,2,0,2,1,1
WI,11,U,M,2,F,B,S,1,2,9,2,9,4,5,0,3,0,1
other,49,H,F,3,F,B,R,2,12,1,10,10,4,5,0,0,1,3
MO,51,H,M,3,F,D,R,3,3,9,3,12,2,1,0,2,0,1
GA,38,H,F,2,F,C,T,2,12,4,4,12,3,3,0,2,0,1
other,18,H,M,2,G,A,S,2,12,9,9,12,5,5,0,0,0,1
other,4,H,M,3,F,B,U,2,10,6,6,10,4,4,0,3,0,1
other,51,H,F,3,F,D,R,3,2,12,12,2,3,2,0,2,0,1
CA,11,H,F,3,E,A,S,1,1,8,1,1,6,7,0,2,0,4
WA,4,H,F,3,F,A,U,2,2,2,2,2,4,4,0,3,0,1
FL,6,H,M,3,G,A,U,2,12,12,12,12,6,6,1,3,0,1
IL,28,H,M,3,E,B,C,2,6,4,1,1,3,3,0,2,1,4
other,30,H,M,3,F,C,C,3,10,3,3,10,2,2,0,2,0,2
CA,40,H,F,3,F,B,T,2,6,1,1,1,5,5,1,3,0,1
FL,33,U,F,1,E,B,C,3,7,11,12,10,3,3,1,1,1,2
CA,23,H,F,3,E,A,C,1,4,6,1,10,8,8,0,3,1,4
TX,36,H,M,2,E,C,T,2,6,7,3,8,3,2,0,2,0,3
IN,27,H,F,3,G,C,C,2,2,5,2,2,2,2,0,2,0,3
other,46,U,M,2,E,D,R,2,7,10,3,9,2,1,0,2,0,3
GA,40,H,M,3,D,A,T,2,5,3,3,10,5,5,0,2,0,4
MO,42,H,F,3,G,B,R,1,9,7,7,9,5,4,0,2,1,1
TX,11,H,F,2,G,B,S,1,4,11,6,2,5,5,1,4,0,1
other,45,H,M,1,G,D,R,2,2,4,12,10,2,1,0,2,1,2
FL,29,H,M,3,D,A,C,2,10,12,12,2,5,6,0,2,0,4
FL,11,H,F,3,E,B,S,1,12,9,12,8,4,5,0,3,1,2
CA,3,H,M,3,G,A,U,1,12,4,4,1,8,8,4,4,0,1
IL,10,U,M,3,F,A,U,4,12,12,12,12,3,3,0,2,1,1
NC,22,H,F,3,G,B,C,1,1,3,3,1,4,5,0,3,0,4
CA,2,H,F,3,D,A,U,1,12,3,12,10,11,11,0,2,0,4
other,40,U,M,3,F,A,T,2,5,2,2,12,4,2,0,2,1,2
IL,28,H,M,3,G,A,C,2,9,9,9,9,3,3,0,2,1,1
other,26,H,F,3,F,B,C,2,9,9,9,9,4,4,0,2,1,2
TX,33,H,F,3,E,A,C,3,1,11,11,1,5,6,0,4,0,3
other,39,H,F,2,F,B,T,2,9,5,9,9,3,3,0,2,0,2
other,31,H,F,3,G,B,C,3,1,10,1,9,5,4,0,3,0,2
FL,34,H,F,3,G,C,T,1,4,9,4,9,2,2,0,2,1,1
CA,1,H,F,3,D,A,U,1,9,10,1,9,7,8,1,0,0,3
other,9,H,F,3,E,B,U,3,12,4,4,2,3,3,0,2,1,1
CA,10,U,F,3,F,A,U,4,9,9,5,9,4,4,0,2,1,1
CA,40,H,F,3,E,C,T,2,5,10,6,8,5,5,0,3,0,1
IL,24,H,F,3,D,A,C,1,11,9,1,4,8,7,0,4,1,3
FL,20,H,F,3,F,A,S,2,9,12,9,9,6,6,1,3,1,1
other,26,H,F,3,G,B,C,2,6,9,9,7,0,0,0,0,0,1
TX,1,H,M,3,F,A,U,1,1,10,12,1,6,6,0,2,1,2
TX,5,U,M,1,G,B,U,2,9,5,5,9,3,4,0,2,1,1
other,26,U,F,3,E,B,C,2,12,1,10,12,3,4,0,2,1,1
NC,12,H,F,3,F,B,S,1,1,3,3,1,6,6,0,3,1,1
NC,47,H,M,2,G,B,R,2,9,9,9,9,5,4,0,2,0,1
CA,40,H,F,3,F,C,T,2,10,2,12,10,4,3,0,2,0,1
CA,2,U,F,1,F,A,U,1,6,3,3,1,9,8,0,2,0,2
CA,13,H,other,3,F,A,S,1,12,2,2,10,12,8,1,4,0,2
other,36,H,M,3,E,D,T,2,5,11,3,9,3,3,0,2,1,1
FL,24,H,F,3,G,B,C,1,12,5,12,11,6,6,0,2,1,2
CA,14,H,F,1,F,A,S,1,4,8,11,4,12,10,0,3,1,2
other,51,U,M,2,G,C,R,3,1,1,1,1,1,1,0,2,0,1
other,43,H,F,3,G,D,R,2,1,12,12,1,2,1,0,2,0,1
WI,36,U,F,2,F,D,T,2,11,10,10,11,3,3,0,3,0,1
FL,3,H,F,3,E,A,U,1,12,10,4,8,5,5,0,5,1,1
MI,36,U,F,3,E,C,T,2,1,10,10,1,3,3,0,2,1,3
other,41,H,F,3,E,C,T,3,8,4,2,8,2,2,0,2,1,3
other,40,H,F,2,D,C,T,2,9,4,3,9,3,2,0,2,1,4
other,49,U,M,1,E,B,R,2,12,2,10,12,3,3,0,3,1,1
WI,27,H,F,3,G,C,C,2,9,2,2,9,3,2,0,4,1,1
other,12,H,F,3,E,B,S,1,6,12,11,6,6,7,0,3,0,4
other,11,U,M,3,F,B,S,1,12,1,10,12,6,5,0,2,1,1
other,35,H,M,3,G,B,T,1,2,2,2,2,3,3,0,2,1,2
CA,8,U,M,1,F,B,U,3,1,1,1,10,3,3,0,1,0,1
other,49,U,F,3,F,D,R,2,9,4,4,9,2,1,0,2,1,1
IL,13,H,F,1,E,A,S,1,9,8,2,1,12,11,2,4,1,3
TX,25,H,M,1,E,A,C,2,10,12,12,9,3,4,0,2,1,3
other,39,H,M,3,E,B,T,2,2,12,3,12,2,2,0,2,1,4
MI,36,U,F,3,G,C,T,2,2,10,10,2,2,2,0,2,1,1
other,23,H,F,3,F,B,C,1,2,12,12,2,6,5,0,3,0,1
other,45,U,M,1,D,D,R,2,4,3,3,4,2,2,0,3,0,4
WA,18,H,M,3,F,B,S,2,1,2,2,1,2,2,0,2,1,1
GA,50,H,M,3,G,D,R,3,1,2,1,1,1,1,0,2,1,1
other,23,H,F,3,E,B,C,1,10,5,6,4,6,6,1,2,1,2
FL,23,H,M,3,F,B,C,1,11,12,1,1,6,6,1,3,1,2
WA,18,H,M,3,F,A,S,2,8,9,9,7,6,6,0,3,1,2
TX,35,H,F,3,F,A,T,1,2,9,9,2,3,2,0,2,1,1
NC,43,H,F,2,F,B,R,2,7,7,11,4,2,1,0,4,0,1
CA,22,H,F,2,G,A,C,1,10,11,3,10,9,9,0,3,0,3
MI,49,H,F,2,F,C,R,2,2,2,2,2,3,2,0,3,0,1
other,51,H,F,2,F,C,R,3,7,8,5,7,2,1,0,2,0,1
CA,10,U,M,2,F,A,U,4,2,7,4,2,13,4,0,0,0,1
WI,13,H,M,1,F,B,S,1,10,1,2,10,6,5,0,4,1,1
MI,8,H,M,3,F,A,U,3,12,9,11,12,6,5,1,3,1,1
CA,40,H,M,3,F,B,R,2,11,10,10,11,5,4,0,2,0,2
TX,15,H,M,3,E,A,S,1,1,10,2,1,4,4,0,0,1,2
IL,8,H,F,3,G,A,U,3,12,11,7,12,4,4,0,4,1,1
other,8,H,F,3,F,B,U,3,10,11,11,1,4,3,0,2,1,1
MO,36,H,F,3,F,D,T,2,8,12,9,3,2,2,0,2,1,1
other,49,H,M,3,F,D,R,2,7,4,4,10,4,4,0,3,0,1
other,17,H,other,2,E,A,S,2,10,4,8,10,5,5,0,3,0,3
TX,10,H,other,2,F,B,U,4,1,1,1,1,3,3,0,2,0,1
other,14,H,M,3,E,B,S,1,3,5,1,2,8,6,0,0,0,3
other,42,H,F,2,G,D,R,1,3,12,3,3,4,3,0,3,0,2
MI,39,H,F,2,F,D,T,2,1,3,3,4,3,3,0,2,0,4
IN,46,H,F,3,F,D,R,2,12,9,12,9,2,2,0,2,1,2
TX,24,H,F,3,E,B,C,1,7,3,3,11,4,3,0,3,0,2
other,27,H,M,3,F,B,C,2,1,1,1,1,5,6,0,5,1,1
CA,1,H,M,3,F,A,U,1,10,4,8,10,7,7,1,3,1,3
CA,18,H,other,3,F,A,S,2,12,7,12,5,6,6,0,2,0,4
IN,40,H,F,3,E,B,T,2,8,4,7,12,4,3,0,3,0,1
MI,51,H,F,2,G,B,R,3,1,1,1,1,2,2,1,2,0,1
WA,40,U,M,1,D,B,T,2,2,5,2,9,3,3,0,2,1,4
NC,40,H,F,3,E,B,T,2,3,5,3,1,2,2,0,2,0,3
GA,49,H,M,3,G,A,R,2,1,7,2,11,2,2,0,2,0,4
CA,2,H,M,3,G,A,U,1,11,1,11,1,8,8,0,2,0,1
other,30,U,F,1,D,C,C,3,2,10,2,2,2,2,0,2,1,4
other,11,H,M,2,F,B,S,1,11,12,5,1,5,5,0,4,1,3
CA,19,H,F,3,F,A,S,2,5,4,2,9,6,6,0,2,0,4
CA,10,H,F,3,F,A,U,4,11,11,11,11,3,3,0,1,0,1
TX,24,H,M,3,G,A,C,1,9,1,4,7,3,4,0,3,1,1
other,41,H,M,2,D,C,T,3,3,10,3,10,3,2,0,1,0,4
IL,3,U,M,2,E,A,U,1,1,9,12,9,4,5,0,3,1,4
WA,20,H,F,3,F,A,S,2,1,8,12,1,4,4,0,2,0,3
CA,37,U,F,1,G,A,T,2,10,4,4,9,5,4,1,2,0,1
MI,12,H,M,3,E,A,S,1,5,12,12,9,7,6,0,3,1,3
other,45,H,F,2,F,D,R,2,12,12,12,1,2,2,0,1,1,2
other,46,U,F,3,E,D,R,2,11,6,7,9,2,2,0,2,0,2
other,40,U,F,3,D,C,R,2,1,2,3,11,6,7,1,2,1,4
other,51,U,M,3,F,D,R,3,5,9,9,1,2,1,0,2,1,1
WI,21,H,M,3,D,B,S,3,6,1,3,9,3,3,0,3,1,3
MI,8,H,F,3,F,A,U,3,2,11,2,11,3,3,0,3,0,1
GA,30,H,F,3,E,B,C,3,7,10,11,10,4,3,0,2,1,1
other,30,U,F,2,F,C,C,3,2,2,2,2,3,3,0,2,0,1
IL,41,H,M,2,F,B,T,3,10,12,12,10,3,3,0,2,1,2
other,43,H,M,2,D,D,R,2,3,9,12,1,1,1,0,2,0,3
CA,6,H,F,3,F,A,U,2,1,2,8,1,7,6,0,2,0,1
TX,40,H,F,3,F,B,T,2,12,2,2,12,4,4,1,2,1,3
other,30,H,F,3,E,B,C,3,12,9,12,1,2,2,0,2,1,3
IN,4,U,M,1,G,B,U,2,11,11,11,11,3,3,0,3,0,1
CA,27,U,M,3,E,A,C,2,7,4,1,10,7,7,0,2,1,4
CA,29,H,other,3,F,A,C,2,5,6,6,5,7,6,5,4,1,2
other,25,H,M,1,F,B,C,2,2,9,9,2,3,3,0,2,1,1
other,16,H,F,3,F,B,S,2,1,9,9,3,5,5,0,2,0,1
CA,12,H,F,3,G,A,S,1,1,1,1,1,11,10,0,2,0,1
MI,38,U,M,1,G,B,T,2,11,2,2,11,5,5,0,4,0,2
MO,35,U,other,3,E,B,T,1,4,5,12,9,3,3,0,3,1,1
CA,7,H,M,3,F,A,U,2,12,6,12,10,7,7,0,2,0,3
CA,11,H,F,3,F,A,S,1,12,7,12,12,6,7,1,2,0,2
other,24,U,F,3,F,C,C,1,9,9,9,11,2,2,0,2,1,3
CA,13,H,F,3,G,A,S,1,9,9,9,9,10,10,1,2,0,1
CA,7,H,other,2,G,A,U,2,1,3,3,1,6,6,0,2,0,2
WI,2,H,M,3,F,B,U,1,5,7,7,1,5,4,0,3,1,1
other,33,H,M,3,F,A,C,3,3,12,11,1,0,0,0,0,1,2
other,39,H,F,3,F,C,T,2,12,1,1,3,4,4,0,2,1,1
other,20,H,F,3,F,B,S,2,1,2,2,1,8,8,1,2,0,1
WA,27,H,F,2,F,A,C,2,1,4,4,1,4,4,0,2,1,1
CA,12,H,F,3,G,B,S,1,2,12,12,2,7,7,0,3,0,4
other,41,U,F,3,F,C,T,3,1,12,12,1,3,2,0,3,0,1
MO,53,U,M,2,F,D,R,3,2,1,1,2,2,1,0,2,1,1
other,23,H,M,3,D,C,C,1,2,4,9,9,3,3,0,3,1,3
MO,53,H,F,2,D,D,R,3,11,4,10,11,1,0,0,2,0,4
NC,39,H,M,3,E,B,T,2,11,9,9,1,3,2,0,2,1,1
MO,43,U,F,3,G,D,R,2,9,5,12,9,2,2,0,2,1,4
MO,38,H,M,3,E,D,T,2,11,9,12,8,2,2,0,2,1,4
IN,18,H,F,3,D,B,S,2,1,5,10,1,4,4,0,2,1,3
other,18,H,F,3,E,B,S,2,12,11,11,1,8,5,0,4,0,2
other,12,U,M,2,F,A,S,1,12,12,12,12,5,5,0,3,0,1
CA,35,H,M,3,E,B,T,1,2,7,3,1,4,4,0,2,0,2
other,10,U,F,3,F,A,U,4,1,1,1,1,3,3,0,0,1,1
other,43,H,F,3,F,D,R,2,9,9,9,9,2,1,0,2,1,1
FL,12,H,F,1,F,B,S,1,11,4,4,11,5,5,0,3,0,1
other,40,H,M,2,G,C,T,2,2,2,2,2,5,5,0,2,0,1
TX,24,H,F,3,D,C,C,1,4,10,2,3,9,8,0,4,1,4
other,39,H,M,1,D,B,T,2,11,3,2,9,3,3,0,2,1,4
IL,36,U,M,3,F,D,T,2,7,12,4,7,2,2,0,2,1,1
CA,17,H,F,2,F,B,S,2,9,9,9,9,4,4,0,3,0,1
WA,13,H,F,3,F,A,S,1,5,9,1,9,5,6,0,3,0,2
NC,32,H,M,2,F,B,C,3,1,6,7,9,2,2,0,2,0,1
FL,12,H,F,3,F,B,S,1,2,5,11,2,7,7,1,2,1,3
other,24,H,F,3,F,D,C,1,11,2,2,11,2,1,0,3,0,2
TX,15,U,F,1,F,B,S,1,1,1,1,1,4,4,0,2,1,1
CA,3,H,M,3,F,A,U,1,10,12,12,10,8,8,0,3,0,1
other,46,H,F,3,E,C,R,2,2,6,11,12,3,2,1,2,1,1
other,40,H,F,3,F,D,T,2,4,4,4,4,3,2,0,2,1,1
TX,2,H,M,3,F,A,U,1,7,1,3,10,7,7,0,2,1,1
other,40,H,M,2,F,B,T,2,3,7,7,3,6,6,0,2,0,1
other,50,H,F,3,F,D,R,3,11,12,3,5,2,1,0,2,0,4
CA,46,H,F,3,F,B,R,2,1,1,1,1,4,4,0,3,0,1
TX,22,U,F,3,F,C,C,1,10,12,3,10,4,4,0,2,1,4
GA,35,H,M,2,G,D,T,1,12,12,12,12,3,3,0,2,1,1
other,46,U,F,3,E,D,R,2,1,11,8,1,3,2,0,2,1,2
TX,38,U,M,1,F,A,T,2,12,11,11,3,5,5,0,3,1,2
TX,13,H,M,3,G,A,S,1,4,9,9,4,6,6,0,4,1,1
CA,10,H,M,3,F,A,U,4,12,12,12,12,4,4,0,1,0,1
NC,30,H,M,3,F,B,C,3,5,6,6,5,3,2,0,2,0,1
CA,49,H,F,2,F,C,R,2,9,9,3,9,5,4,0,2,0,4
MI,20,U,F,2,F,A,S,2,9,12,12,9,5,5,1,4,1,1
other,27,U,M,2,F,C,C,2,12,3,3,9,5,5,0,3,0,1
FL,9,H,F,3,F,A,U,3,1,9,1,9,5,4,1,2,1,2
FL,14,H,M,2,D,B,S,1,10,9,10,9,11,9,1,3,1,3
other,25,H,M,3,G,B,C,2,8,11,11,11,3,3,0,2,1,1
IL,20,H,M,2,E,A,S,2,12,9,12,1,4,4,0,3,1,2
TX,36,H,F,2,F,C,T,2,1,4,4,1,2,2,0,2,0,1
other,12,H,F,3,E,B,S,1,11,12,3,9,8,6,0,3,0,4
other,11,H,M,3,G,B,S,1,11,1,12,11,4,4,0,2,1,1
NC,32,H,F,3,F,B,C,3,1,1,1,1,2,2,0,2,1,1
other,15,H,F,2,F,A,S,1,10,6,6,10,5,5,0,2,0,1
IN,40,H,M,3,F,A,T,2,2,1,2,1,3,3,0,2,1,2
other,37,H,M,3,F,D,T,2,12,11,1,12,4,3,0,2,0,3
GA,36,U,other,2,G,D,T,2,5,12,12,4,2,1,0,2,1,1
TX,1,U,M,3,E,A,U,1,2,7,12,2,4,5,0,4,1,4
MI,43,H,M,2,F,C,R,2,5,12,12,5,3,2,0,2,0,1
other,39,H,F,2,E,B,T,2,11,9,7,1,2,2,0,2,0,2
other,51,H,F,3,E,D,R,3,3,4,1,10,1,1,0,2,1,2
other,44,H,M,3,G,B,R,2,1,11,11,1,3,3,0,2,0,1
CA,6,H,F,3,F,A,U,2,1,5,3,1,5,6,1,2,0,2
FL,11,H,F,3,F,A,S,1,1,6,8,1,6,6,0,3,0,2
NC,24,H,F,3,G,B,C,1,12,12,1,12,4,4,0,4,1,1
CA,38,H,F,3,G,D,T,2,11,2,1,2,3,3,0,2,0,4
CA,40,H,M,3,F,A,R,2,10,12,12,10,9,9,0,3,1,1
FL,48,H,F,3,F,C,R,2,7,10,10,7,3,2,2,2,1,1
FL,34,H,F,3,F,A,T,1,12,10,10,12,6,6,1,4,1,3
CA,6,H,M,3,G,A,U,2,10,5,7,10,6,6,0,2,0,2
CA,13,H,M,3,F,A,S,1,12,2,12,2,9,8,0,2,0,1
other,40,H,F,3,E,A,R,2,4,3,1,2,4,5,0,0,0,1
MI,53,U,F,2,E,D,R,3,5,2,7,2,2,2,1,2,0,3
other,12,H,F,3,D,C,S,1,1,1,1,1,4,4,0,4,0,4
other,46,H,F,3,E,D,R,2,3,4,4,5,3,2,0,3,1,1
NC,32,H,F,3,F,B,C,3,2,12,12,2,3,3,0,2,1,1
FL,16,H,F,3,F,B,S,2,2,11,4,2,5,4,0,2,0,1
IN,43,H,F,3,G,B,R,2,12,12,12,1,3,2,0,2,0,3
MI,39,U,F,2,F,A,T,2,10,10,10,10,5,4,1,4,0,2
CA,27,U,F,2,G,B,C,2,9,4,4,9,5,5,0,3,0,1
other,39,U,F,2,F,D,T,2,8,10,10,10,2,1,0,2,0,2
CA,41,H,F,2,F,C,T,3,3,3,3,1,3,3,0,3,0,2
FL,8,H,F,3,F,A,U,3,5,1,5,9,5,5,1,2,1,1
MO,42,H,F,3,F,A,R,1,12,5,1,12,5,5,1,3,0,4
other,48,H,F,3,F,D,R,2,4,4,4,4,2,1,0,2,0,1
CA,23,H,F,3,G,B,C,1,2,5,3,10,10,10,0,2,0,2
CA,2,H,M,3,G,A,U,1,9,9,9,9,9,8,0,3,0,1
TX,41,H,M,3,G,B,T,3,5,12,12,1,2,2,0,2,0,1
FL,27,H,F,3,E,B,C,2,3,5,12,7,4,4,1,2,1,1
TX,11,H,F,3,E,B,S,1,11,12,12,1,4,4,0,3,1,3
MI,40,U,F,2,F,A,R,2,11,12,10,1,5,4,0,3,0,2
CA,40,H,F,3,E,B,R,2,12,12,3,12,5,4,0,2,0,3
other,16,H,F,3,F,C,S,2,1,12,1,1,3,3,0,2,1,2
TX,4,U,F,2,E,A,U,2,1,3,1,9,3,3,0,2,1,3
CA,46,H,other,3,E,D,R,2,11,2,2,11,5,4,0,2,1,4
TX,13,H,M,3,G,A,S,1,12,1,1,1,5,4,1,4,0,2
other,3,H,M,3,G,B,U,1,11,12,3,4,0,0,0,0,0,2
FL,29,H,M,3,E,C,C,2,9,8,12,9,4,5,0,2,0,3
MI,51,U,M,3,F,D,R,3,3,1,1,2,2,2,0,2,1,1
other,35,H,M,2,G,B,T,1,1,6,6,1,2,2,0,2,0,1
MO,11,H,F,3,G,A,S,1,11,1,6,8,6,8,1,3,1,1
CA,23,H,F,2,F,A,C,1,2,1,2,1,7,6,3,3,1,1
IN,21,U,M,3,F,B,S,3,10,10,10,10,3,3,0,2,0,1
other,28,H,F,3,D,B,C,2,7,2,12,2,4,3,0,2,1,3
CA,3,U,F,3,E,A,U,1,1,10,3,1,7,7,0,2,1,4
other,18,H,F,3,G,B,S,2,12,12,1,10,5,5,0,3,1,4
CA,12,H,M,3,F,A,S,1,1,4,3,1,9,9,1,2,0,1
CA,24,H,M,3,G,A,C,1,8,11,8,11,6,6,0,2,1,1
WI,8,H,F,2,G,A,U,3,4,11,2,2,3,3,0,2,0,2
TX,12,H,F,3,E,B,S,1,12,4,11,1,6,5,0,2,0,2
other,35,H,F,3,F,D,T,1,6,12,3,9,3,2,0,3,1,2
other,27,H,F,3,E,C,C,2,3,10,10,10,3,3,0,3,0,1
CA,40,H,F,3,G,A,T,2,1,12,12,1,9,9,0,3,1,2
FL,18,H,M,3,F,B,S,2,1,10,10,10,5,5,0,2,1,2
other,16,H,M,2,D,B,S,2,3,9,2,1,4,3,0,2,1,4
IL,22,H,M,2,F,C,C,1,2,9,2,9,4,5,0,0,0,2
WI,46,H,F,3,F,D,R,2,2,3,3,2,2,2,0,3,1,2
other,36,H,M,2,D,C,T,2,1,12,1,1,2,1,0,2,0,4
MI,11,H,F,3,F,B,S,1,11,6,10,11,4,4,0,3,1,3
MI,45,H,M,2,E,D,R,2,9,11,9,9,2,2,0,2,1,1
GA,30,H,M,3,E,B,C,3,11,4,4,1,4,3,0,2,0,1
IL,12,H,F,1,G,A,S,1,3,4,7,10,5,6,0,3,1,2
MI,10,U,M,3,F,A,U,4,10,12,2,10,1,2,0,2,1,4
other,21,H,M,2,F,A,S,3,9,5,5,9,5,5,0,2,0,1
other,53,U,M,2,E,D,R,3,5,12,11,9,1,1,0,2,1,3
FL,5,H,F,3,F,A,U,2,7,4,8,7,6,4,0,2,0,2
other,43,H,F,3,D,D,R,2,1,1,1,1,2,1,0,2,1,3
FL,35,H,F,3,E,B,T,1,4,12,12,1,5,4,0,3,1,4
GA,51,H,F,3,F,D,R,3,9,2,2,9,1,1,0,2,0,2
IL,17,H,F,3,G,A,S,2,10,12,12,9,6,6,0,3,1,1
NC,49,H,F,2,G,B,R,2,2,10,2,2,2,1,0,2,0,4
MI,14,H,M,3,D,A,S,1,11,9,1,10,6,7,0,4,1,4
other,41,U,M,3,D,D,T,3,12,12,1,9,2,2,0,2,1,4
IL,35,H,F,2,F,A,T,1,7,12,11,8,4,3,0,3,0,2
other,27,H,M,2,E,B,C,2,12,2,2,6,6,6,0,3,0,3
IL,13,H,M,3,F,A,S,1,2,11,11,2,7,6,1,4,1,1
other,41,H,F,2,E,C,T,3,4,11,7,4,3,2,0,2,0,2
IN,42,U,M,3,G,B,R,1,5,11,1,5,2,1,0,2,1,3
WA,40,H,M,3,G,A,T,2,11,9,11,6,4,3,0,3,0,3
NC,41,H,M,3,G,C,T,3,1,1,1,1,2,2,0,3,0,2
MI,45,H,F,3,F,D,R,2,2,10,11,2,3,2,0,2,1,1
WA,14,H,F,3,E,C,S,1,4,11,5,10,3,2,0,2,0,2
CA,13,H,F,3,F,A,S,1,12,11,2,2,10,8,2,3,0,1
other,52,H,F,2,F,A,R,3,3,5,5,1,6,5,1,0,0,1
NC,24,U,M,3,F,B,C,1,10,8,12,9,3,3,0,2,0,1
MI,40,U,F,1,G,B,T,2,10,10,10,10,3,2,0,3,1,1
TX,38,H,M,3,E,A,T,2,9,6,12,9,3,2,0,2,1,1
other,36,H,M,3,F,D,T,2,12,1,1,12,2,2,0,2,1,1
TX,21,H,F,3,F,A,S,3,3,3,4,10,4,3,0,2,0,1
other,53,U,F,3,F,D,R,3,11,3,3,10,2,1,0,1,1,3
other,35,U,F,2,E,B,T,1,7,3,3,7,4,4,0,3,0,4
other,48,H,F,3,G,D,R,2,2,12,2,2,2,2,0,2,0,1
IL,1,U,F,3,F,A,U,1,4,2,2,4,5,6,0,0,1,1
MO,51,H,M,3,F,D,R,3,1,1,1,11,2,2,0,2,1,1
other,43,U,F,2,F,D,R,2,12,12,4,10,1,1,0,2,0,1
CA,18,H,M,3,F,A,S,2,9,6,6,9,6,6,0,2,0,1
